job_number,job_scope,job_status_at_dwr_create,date,dwrNumber,jobNumber,dwrBillingType,additionalFields,labour.name,labour.unit,labour.quantity,timeCard.description,iStatus
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-11-19,241125-024,24092,DWR.TM,[],Data Processing,HR,7.0,create survbase,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-11-20,241125-025,24092,DWR.TM,[],Data Processing,HR,8.0,create survbase,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-11-21,241125-026,24092,DWR.TM,[],CAD Drafting,HR,7.0,create survbase,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-11-22,241125-027,24092,DWR.TM,[],CAD Drafting,HR,8.0,create survbase,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-11-22,241127-006,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",CAD Drafting,HR,0.5,"EXTRACTING DATA FROM LIDAR/ORTHO FOR SF								
",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-11-27,241127-016,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",CAD Manager,HR,5.0,"Correspondence with CoS re template
revising codes
researching website
Troubleshooting database",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-11-27,241129-015,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Project Manager,HR,4.5,"emails to client about additional work that was highlighted as missed
going over the estimate and need to be in city of surrey standard
need to have additional survey completed
coming up with a tent schedule (May need XS to be there to finish up)",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-02,241202-031,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Data Processing,HR,6.5,Legal works ,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-03,241203-007,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",CAD Drafting,HR,0.5,prepare files for survey,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-02,241203-016,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",CAD Drafting,HR,0.5,Correspondence,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-05,241205-007,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",CAD Manager,HR,0.5,project meeting,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-06,241206-062,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Survey Technician,HR,10.0,"Additional Topo - 72nd Ave & 146 St intersection, 72nd Ave & 144 St intersection",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-10,241210-009,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Project Manager,HR,0.75,client calls and discussions with team on expectation ,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-10,241210-041,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Survey Technician,HR,11.5,"Survey Auger Holes, Locates, and missing topo",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-11,241211-011,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Survey Technician,HR,11.0,"Survey Boreholes, Locates, and Topo - finish off areas at 72nd Ave - 144st St intersection, topo east side of 152st and median north of 72nd",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-12,241212-011,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Survey Technician,HR,7.5,Topo 152 St north and south of 72nd Ave,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-13,241213-017,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Data Processing,HR,2.0,IMPORT DATA,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-13,241216-017,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Data Processing,HR,2.0,"CS.  PROCESSING CB FIELD DATA FROM 12/06, 12/10, 12/11, 12/12.",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-16,241216-023,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Data Processing,HR,3.0,"revise codes, separate locates, import data, revise figures",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-09,241216-027,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Estimating,HR,2.0,estimate for additional work --- MA,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-09,241216-027,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Project Manager,HR,0.5,discussion with CS on work progress and missing data -- MA,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-19,241219-002,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",CAD Drafting,HR,0.5,update legal and prepare sub pkg,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-18,241219-011,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Prepare base drawings through site survey, legal drawings and As-Constructed drawings (City or private utility), including BC One Call records. • All As-Constructed information provided by the City, obtained from COSMOS and private utilities is to be reviewed by the Consultant and transferred onto the base plan. The Consultant shall verify that all utility surface features shown on record drawings are visible on the road/ground surface, such as manholes and water valves. When considering as-built information, the original datum must be determined and any shift in datum must be accounted for. • Prepare a topographical survey extending to an appropriate distance on all sides of the project limits to an extent suitable for final design. The survey shall include the subject and surrounding areas to the full width of the road ROW.""}]",Survey Technologist,HR,8.0,Topographic pickup of paintlines,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-17,241220-006,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of extended scope boundaries.""}]",Data Processing,HR,7.0,IMPORT AND REVISE DATA,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2024-12-18,241220-007,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of extended scope boundaries.""}]",CAD Drafting,HR,8.0,"EXTEND UTILITIES, ADD PAINTLINES, CREATE SURFACE, ETC",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-01-20,250120-034,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",CAD Drafting,HR,0.5,revise to CoS standards,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-01-22,250122-035,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",CAD Drafting,HR,1.5,rotate utility poles and signs,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-01-21,250123-026,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",CAD Drafting,HR,3.0,revise to Cos standards,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-01-23,250123-038,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",CAD Drafting,HR,3.5,go over ex.base and update signs and labels,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-01-27,250128-024,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",CAD Drafting,HR,7.0,Convert dwg to CoS standards,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-02-24,250303-012,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",CAD Drafting,HR,3.25,Underlay telus pdfs to review telus lines and compare to conflict. Discuss redoing telus with new asbuilts,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-05-29,250530-022,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",CAD Manager,HR,0.25,correspondence re gcms,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-05-30,250531-004,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Survey Assistant,HR,3.0,"SA Driving to the site, gps tie of monuments and existing control points.",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-05-30,250601-003,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Survey Technician,HR,3.0,"DS
Drive to site, set up equipment, GPS tie existing control and monuments, 
Find safest monuments with least traffic to tie.
Drive from site",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-06-02,250602-021,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",CAD Drafting,HR,1.5,Update abandoned watermains. OUT OF SCOPE WORK-REQUEST FROM CLIENT,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-06-03,250604-035,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Data Processing,HR,1.0,"CS.  PROCESSING DS FIELD DATA FROM 05/30.  CS.  MEETING WITH AS TO DISCUSS RESULTS.								
",Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-06-03,250606-016,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Project Manager,HR,0.5,Review processing,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-05-30,250707-015,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Project Manager,HR,0.5,Instruct crew to tie onsite Control Monuments,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-07-07,250708-035,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Data Processing,HR,0.5,Review additional control ties in TBC with AS,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-07-08,250709-001,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Project Manager,HR,1.5,Review Control processing and verify if control is valid,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-07-11,250711-023,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Project Manager,HR,0.5,Meeting with engineers re: benchmark,Ready to Schedule
24092,"[""Topographic Survey"",""UAV Survey"",""Underground Utility Survey""]",Ready to Schedule,2025-07-11,250711-023,24092,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Survey of utility pick up - Extra Work Order""}]",Project Manager,HR,1.0,"Send plan statements to Engineers, double check coordinate.",Ready to Schedule
24096,"[""LiDAR""]",,2024-08-06,240806-025,24096,DWR.TM,[],Estimating,HR,0.5,"Email, Setup",Estimating
24096,"[""LiDAR""]",Job Setup,2024-08-07,240807-021,24096,DWR.TM,[],Estimating,HR,0.75,"Emails, Estimate setup. Subcontracted quote request",Job Setup
24096,"[""LiDAR""]",Job Setup,2024-08-12,240812-003,24096,DWR.TM,[],Estimating,HR,1.75,Excel and Word doc. Email and call to Kisik Surveys. Revisions.,Job Setup
24096,"[""LiDAR""]",Job Setup,2024-08-12,240814-004,24096,DWR.TM,[],Estimating,HR,0.5,Review estimate,Job Setup
24096,"[""LiDAR""]",Estimating,2024-09-04,240904-030,24096,DWR.TM,[],Estimating,HR,0.5,Emails. Scope,Estimating
24096,"[""LiDAR""]",Estimating,2024-09-10,240910-013,24096,DWR.TM,[],Estimating,HR,1.75,Additional Scope KMZ. Call with client. Revised numbers and quote,Estimating
24096,"[""LiDAR""]",Estimating,2024-09-11,240911-006,24096,DWR.TM,[],Estimating,HR,0.5,"Call with Client, emails",Estimating
24096,"[""LiDAR""]",Estimating,2024-10-16,241016-024,24096,DWR.TM,[],Estimating,HR,0.25,Emails,Estimating
24096,"[""LiDAR""]",Ready to Schedule,2024-10-17,241017-017,24096,DWR.TM,[],Administrator,HR,1.25,AT - Project Setup. Client communications via email and phone.,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-10-23,241031-013,24096,DWR.TM,[],Data Processing,HR,4.0,Ortho mosaic of the lidar flight QC and approval ,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-01,241101-042,24096,DWR.TM,[],Data Processing,HR,5.0,Data processing - ORTHOPHOTO,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-02,241102-001,24096,DWR.TM,[],Data Processing,HR,9.5,LiDAR data processing,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-03,241103-001,24096,DWR.TM,[],Data Processing,HR,9.5,LiDAR data processing,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-10-27,241103-008,24096,DWR.TM,[],Survey Technician,HR,10.0,"Picked up drone equipment, travel to 100 Mile house",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-10-28,241103-009,24096,DWR.TM,[],Survey Technician,HR,9.0,"Travel to site, scout the area for potential flight staging areas, setup RTK and collect static, calc, search and tie legal, tear down, return to 100 mile house, complete and upload notes, sketches and data. ",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-10-29,241103-010,24096,DWR.TM,[],Survey Technician,HR,10.5,"Pick up rental generator, travel to site, complete pre flight and safety tools, setup up Matrice 300 RTK, complete pre autonomous flight checks, begin flying lidar missions, tear down ground station, return to 100 mile house, attempt to push data files and notes, files too large, submit notes.",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-10-30,241103-011,24096,DWR.TM,[],Survey Technician,HR,12.0,"Check out of hotel, travel to site, complete pre flight and safety tools, setup ground station, complete pre autonomous flight checks, complete Lidar flights, setup RTK and complete ground truthing, tear down, return generator to 100 mile house, travel to Squamish. ",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-10-31,241103-012,24096,DWR.TM,[],Survey Technician,HR,5.0,"Travel from Squamish to Nanaimo, return all drone equipment to Nanaimo office, transfer of lidar data, submit final job package. ",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-01,241104-004,24096,DWR.TM,[],Project Manager,HR,2.0,QC ortho and directions to team ,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-10-28,241104-006,24096,DWR.TM,[],Project Manager,HR,1.0,directions to XS on the flight and procedure ,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-10-28,241104-006,24096,DWR.TM,[],Data Processing,HR,4.0,legal documents and initial legal search,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-04,241104-026,24096,DWR.TM,[],Data Processing,HR,5.5,LiDAR data processing,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-05,241105-008,24096,DWR.TM,[],Data Processing,HR,8.5,LiDAR data processing and uploading,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-04,241113-047,24096,DWR.TM,[],Project Manager,HR,2.5,"qc lidar, check on Data processing, action plan ",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-05,241113-049,24096,DWR.TM,[],Project Manager,HR,1.5,"rough surface checks from point cloud, ",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-12,241114-012,24096,DWR.TM,[],CAD Drafting,HR,2.5,"CREATING GROUND SURFACE XML FROM LIDAR, FILTERING AND SAMPLING, CHECKING POINT CLOUD/SURFACE FOR SPIKES.",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-15,241115-014,24096,DWR.TM,[],CAD Drafting,HR,2.5,DRAFTING ON CONTOUR PLAN.,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-15,241115-016,24096,DWR.TM,[],CAD Manager,HR,0.5,Review dwg file. Discuss with CS,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-13,241118-034,24096,DWR.TM,[],CAD Drafting,HR,5.0,Prepare legal linework from crown grants.,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-19,241119-016,24096,DWR.TM,[],Data Processing,HR,0.5,Checking and exporting TBC file with Aaron S,Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2024-11-26,241129-012,24096,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Approx 720 Acres or 292 Hectares of land to fly for LiDAR""}]",Project Manager,HR,3.0,"lidar confirmation, Legal discussion with AS and package completion ",Ready to Schedule
24096,"[""LiDAR""]",Ready to Schedule,2025-05-01,250504-004,24096,DWR.TM,"[{""name"": ""SCOPE"", ""value"": ""Approx 720 Acres or 292 Hectares of land to fly for LiDAR""}]",Administrator,HR,0.5,Plot Plan for client,Ready to Schedule
24098,"[""Site Layout""]",Job Setup,2024-08-15,240815-030,24098,DWR.TM,[],Estimating,HR,0.5,Estimate setup,Job Setup
24098,"[""Site Layout""]",Job Setup,2024-08-22,240822-033,24098,DWR.TM,[],Estimating,HR,1.0,Review drawings. Email. Discuss with E Team.,Job Setup
24098,"[""Site Layout""]",Job Setup,2024-08-23,240823-006,24098,DWR.TM,[],Estimating,HR,1.5,Excel and Word docs.,Job Setup
